Ag_ICP_PPB,As_ICP_PPM,Ba_ICP_PPM,Bi_ICP_PPM,Cd_ICP_PPM,Co_ICP_PPM,Cr_ICP_PPM,Cu_ICP_PPM,Ga_ICP_PPM,Hg_ICP_PPB,Mn_ICP_PPM,Mo_ICP_PPM,Ni_ICP_PPM,Pb_ICP_PPM,Sb_ICP_PPM,Sc_ICP_PPM,Se_ICP_PPM,Sr_ICP_PPM,Te_ICP_PPM,Th_ICP_PPM,Tl_ICP_PPM,U_ICP_PPM,V_ICP_PPM,W_ICP_PPM,Zn_ICP_PPM,La_ICP_PPM,Al_ICP_PPM,Ca_ICP_PPM,Fe_ICP_PPM,K_ICP_PPM,Mg_ICP_PPM,Na_ICP_PPM,P_ICP_PPM,S_ICP_PPM,Ti_ICP_PPM,Actual_Strat,Pred_Strat,Is_Equal,LAT,LONG,rock_type
580.0,3.0,170.5,0.14,1.24,9.4,84.0,53.12,5.6,85.0,422.0,1.67,41.5,5.33,0.18,4.4,3.1,50.0,0.02,1.2,0.16,2.4,46.0,-0.1,92.6,19.5,20299.99971,5300.0,19100.0,600.0,6200.0,420.0,1130.0,1800.0,340.0,TrJTk,TrJTk,True,53.6959,-122.45026,undivided sedimentary rocks
223.0,16.39999962,26.5,0.04,0.52,5.5,44.0,28.75,1.6,95.0,381.0,4.91,42.3,5.27,0.3,2.4,2.6,72.5,0.04,0.8,0.04,1.0,30.0,-0.1,120.5,3.5,4699.99999,19200.0,62699.99999999999,600.0,3300.0,370.0,1030.0,14800.0,150.0,TrJTk,TrJTk,True,54.51321,-123.75663,"mudstone, siltstone, shale fine clastic sedimentary rocks"
280.0,10.19999981,43.0,0.2,0.84,9.2,66.0,45.49,3.5,65.0,220.0,6.85,40.1,8.63,0.86,5.2,5.5,37.5,0.08,0.9,0.12,2.8,56.0,-0.1,82.3,6.5,9700.00029,12200.0,17000.0,400.0,5000.0,320.0,1300.0,8400.0,350.00000000000006,CPSm,TrJTk,False,55.01274,-123.09476,basaltic volcanic rocks
420.0,3.400000095,114.5,0.04,0.65,3.9,34.5,39.89,1.6,115.0,81.0,1.2,33.2,4.3,0.5,0.7,0.7,29.0,0.02,-0.1,0.04,0.4,22.0,-0.1,70.8,7.0,12500.0,4400.0,4500.0,300.0,2000.0,350.00000000000006,1250.0,2800.0000000000005,70.0,TrJTk,TrJTk,True,54.86198,-123.89141,calc-alkaline volcanic rocks
140.0,14.0,44.5,0.16,0.49,4.7,76.5,47.1,1.4,75.0,258.0,17.11,258.9,2.04,2.42,1.5,1.9,42.0,0.02,0.6,0.06,5.0,22.0,0.1,48.0,4.0,3100.00002,13100.0,8000.0,-100.0,3400.0000000000005,380.0,700.0000000000001,8000.0,220.0,MTrCc,CPSm,False,53.7815,-123.28454,"limestone, marble, calcareous sedimentary rocks"
595.0,3.5,109.5,0.07,1.72,8.2,45.0,43.49,3.2,195.0,147.0,3.18,44.8,5.45,0.26,1.6,5.0,37.0,-0.02,0.2,0.14,4.0,46.0,-0.1,102.8,10.0,16299.99995,6200.0,11399.999999999998,700.0000000000001,2900.0,590.0,1940.0,4800.0,160.0,KTpg,KTpg,True,54.69662,-123.24787,paragneiss metamorphic rocks
391.0,1.299999952,128.5,0.02,0.88,3.1,22.0,36.61,0.5,205.0,133.0,1.92,8.2,2.82,0.46,0.9,1.3,35.5,-0.02,0.1,0.08,0.9,12.0,-0.1,61.0,4.0,4699.99999,9700.0,2300.0,300.0,900.0,170.0,900.0,2400.0,30.0,TrJTk,TrJTk,True,54.83521,-123.23567,basaltic volcanic rocks
540.0,7.400000095,235.5,-0.02,1.52,10.5,77.0,60.44,3.2,205.0,298.0,3.42,87.8,6.66,0.7,3.8,1.7,46.5,0.08,4.9,0.18,0.7,58.0,-0.1,198.6,7.5,15399.99962,10400.0,18200.0,700.0000000000001,5000.0,380.0,1570.0,4400.0,190.0,TrJTk,TrJTk,True,54.60378,-123.70906,basaltic volcanic rocks
521.0,8.199999809,19.5,0.17,1.37,12.9,81.0,66.44,4.9,260.0,307.0,15.62,114.3,6.94,0.4,5.2,2.4,50.0,0.04,0.7,0.22,2.9,56.0,-0.1,139.4,12.0,21099.99895,10400.0,34200.0,600.0,9900.0,270.0,1250.0,10400.0,290.0,KTpg,TrJTk,False,54.65706,-123.20949,paragneiss metamorphic rocks
540.0,3.099999905,72.0,0.1,0.75,6.3,16.0,22.49,1.3,100.0,108.0,2.07,20.1,6.78,0.3,0.4,0.9,106.0,0.1,0.1,0.18,7.7,18.0,-0.1,123.5,15.5,13400.000329999999,5900.0,4000.0,200.0,500.0,260.0,1250.0,6600.0,50.0,KTpg,KTpg,True,54.97096,-123.61633,paragneiss metamorphic rocks
400.0,4.300000191,232.5,0.06,0.79,6.2,62.5,34.37,4.9,95.0,350.0,1.22,65.6,5.742047493403704,0.26,2.4,2.8,35.5,-0.02,-0.1,0.06,1.0,36.0,-0.1,125.0,17.5,17100.00038,5000.0,16100.000000000002,400.0,2900.0,330.0,2310.0,2800.0000000000005,110.0,TrJTk,TrJTk,True,54.19759,-123.23655,"mudstone, siltstone, shale fine clastic sedimentary rocks"
300.0,3.200000048,237.0,0.04,0.98,5.5,38.0,34.64,1.7,185.0,214.0,1.91,44.9,5.38,0.66,0.9,1.1,48.5,0.04,-0.1,0.08,0.7,14.0,-0.1,93.0,5.0,7599.9999,7900.0,5800.0,300.0,2000.0,290.0,709.9999999999999,2800.0000000000005,120.0,KTpg,TrJTk,False,54.66674,-123.54187,paragneiss metamorphic rocks
700.0,4.800000191,44.0,0.1,0.85,8.1,33.0,144.0,2.6,170.0,154.0,4.05,32.1,5.08,0.5,1.1,1.0,43.0,0.04,-0.1,0.1,1.6,52.0,-0.1,102.3,9.5,17799.99971,9500.0,14200.0,900.0,3400.0000000000005,400.0,1400.0000000000002,8600.0,90.0,TrJTk,TrJTk,True,55.01538,-124.12409,calc-alkaline volcanic rocks
240.0,7.400000095,13.0,0.04,1.31,4.3,81.5,96.11,1.3,75.0,72.0,32.34,17.7,3.97,0.78,2.4,39.3,31.0,0.04,0.3,0.06,1.7,34.0,-0.1,66.4,2.5,4799.99989,14400.0,10000.0,300.0,1800.0,320.0,420.0,19400.0,210.0,TrJTk,TrJTk,True,55.12247,-124.06833,volcaniclastic rocks
440.0,2.700000048,119.5,0.06,0.81,4.2,38.0,28.68,4.5,175.0,70.0,0.75,37.2,5.94,0.24,0.6,2.3,22.5,-0.02,0.2,0.06,1.3,20.0,-0.1,65.5,16.0,13799.99995,2700.0,5300.0,500.0,1500.0,310.0,1000.0,3600.0,40.0,KTpg,KTpg,True,54.33064,-122.48554,paragneiss metamorphic rocks
240.0,7.400000095,17.0,0.06,0.81,4.9,37.0,33.42,1.3,85.0,238.0,8.42,44.9,3.9,0.82,3.2,13.2,45.0,0.04,0.6,0.06,3.8,12.0,-0.1,67.6,3.0,4199.999870000001,17000.0,22000.0,200.0,2200.0,330.0,720.0,24000.0,110.0,CPSm,TrJTk,False,55.04238,-123.1267,basaltic volcanic rocks
260.0,4.400000095,131.5,-0.02,0.64,6.8,64.0,30.78,2.2,160.0,149.0,1.88,64.6,3.93,0.46,2.9,1.5,52.5,0.04,0.4,0.08,0.9,22.0,-0.1,95.8,4.5,8799.99995,11100.000000000002,10200.0,200.0,4400.0,330.0,730.0,3800.0,220.0,TrJTk,TrJTk,True,54.55893,-123.11746,basaltic volcanic rocks
500.0,8.0,90.5,0.1,1.63,11.9,94.0,53.25,5.6,355.0,255.0,1.6,106.7,7.42,0.6,9.2,1.6,67.5,0.08,0.9,0.22,1.6,52.0,-0.1,149.1,12.0,21099.99895,10900.0,23300.0,1000.0,7800.0,350.00000000000006,1019.9999999999999,3400.0000000000005,429.99999999999994,KTpg,KTpg,True,54.5962,-123.56946,paragneiss metamorphic rocks
220.0,6.099999905,248.5,0.08,0.89,9.9,98.5,23.71,4.0,175.0,312.0,1.33,50.0,8.17,0.28,4.8,2.1,52.0,0.04,1.9,0.14,2.2,32.0,-0.1,89.8,15.5,12899.99962,12000.0,25400.0,300.0,4700.0,350.00000000000006,640.0,1600.0,250.0,CPSm,TrJTk,False,54.52887,-122.72081,basaltic volcanic rocks
260.0,7.300000191,48.5,0.06,0.94,9.0,72.0,33.22,4.1,130.0,215.0,6.07,93.9,5.742047493403704,0.18,6.0,5.0,57.0,-0.02,0.6,0.08,1.9,30.0,-0.1,86.9,11.0,16399.99986,9100.0,15700.0,600.0,6400.0,340.0,970.0,8000.0,180.0,TrJTk,TrJTk,True,54.29311,-123.3158,"mudstone, siltstone, shale fine clastic sedimentary rocks"
120.0,3.599999905,159.5,0.1,0.23,9.7,54.0,29.76,4.7,60.0,320.0,2.85,29.3,8.64,0.56,7.1,0.8,50.0,0.02,2.6,0.1,1.9,56.0,-0.1,79.3,13.5,13099.99943,8200.0,20400.0,1100.0,5400.0,540.0,1140.0,2000.0,360.0,MTrCc,MTrCc,True,53.95693,-123.52464,basaltic volcanic rocks
720.0,7.900000095,21.0,0.52,2.47,24.8,60.5,86.66,4.6,75.0,383.0,153.1,51.7,35.34,0.74,4.8,6.4,55.5,0.04,3.2,0.26,12.3,58.0,-0.1,422.1,17.0,15199.99981,12400.0,31100.0,200.0,6100.0,440.0,840.0,23800.0,420.0,TrJTk,TrJTk,True,55.02277,-123.27116,basaltic volcanic rocks
140.0,4.0,19.5,0.02,0.54,1.1,15.0,14.11,0.4,40.0,77.0,4.74,8.0,1.94,0.6,4.8,5.8,45.5,0.04,-0.1,0.04,1.2,8.0,-0.1,68.0,1.5,1700.0000200000002,18700.0,4800.0,-100.0,800.0,270.0,370.0,12400.0,70.0,TrJTk,TrJTk,True,54.9027,-123.06904,"mudstone, siltstone, shale fine clastic sedimentary rocks"
465.0,2.299999952,261.0,0.04,0.62,6.0,48.0,43.32,2.8,75.0,174.0,2.15,42.5,4.1,0.66,0.5,2.0,44.5,0.04,0.1,0.06,0.5,44.0,-0.1,125.0,11.5,14299.99948,6300.0,13899.999999999998,600.0,1600.0,390.0,2270.0,4000.0,60.0,TrJTk,TrJTk,True,54.28899,-123.48321,"mudstone, siltstone, shale fine clastic sedimentary rocks"
900.0,12.19999981,131.5,0.16,2.35,10.8,51.0,71.1,2.4,505.0,620.0,4.79,48.9,5.88,1.22,2.6,2.3,60.5,0.08,0.3,0.18,1.7,44.0,-0.1,119.2,12.5,19800.00019,12500.0,22300.0,400.0,3400.0000000000005,350.00000000000006,1940.0,5000.0,110.0,TrJTk,CPSm,False,55.01701,-124.63504,undivided sedimentary rocks
500.0,10.19999981,98.5,0.1,1.72,16.4,92.0,51.98,5.7,350.0,818.0,1.88,72.4,5.69,0.7,11.9,3.5,54.0,0.06,6.0,0.26,1.6,92.0,-0.1,144.1,12.5,18899.99986,10300.0,36200.0,600.0,5400.0,370.0,1200.0,4600.0,190.0,TrJTk,TrJTk,True,54.5483,-123.16814,basaltic volcanic rocks
140.0,4.0,97.5,0.02,0.64,4.1,38.5,20.79,1.6,105.0,46.0,2.62,27.2,6.8,0.66,0.7,3.3,38.0,-0.02,0.3,0.06,3.8,12.0,-0.1,62.9,7.5,5199.99981,11500.0,3400.0000000000005,300.0,1300.0,390.0,620.0,7000.0,40.0,KTpg,TrJTk,False,54.29265,-122.53984,paragneiss metamorphic rocks
400.0,11.39999962,15.0,0.14,1.53,13.2,48.5,52.46,4.0,135.0,311.0,12.44,57.6,3.64,1.56,5.7,6.3,79.5,0.06,2.6,0.12,1.9,48.0,-0.1,103.9,9.5,13400.000329999999,13899.999999999998,36300.0,700.0000000000001,4300.0,380.0,780.0,18200.0,380.0,uTrJNc,uTrJNc,True,53.32903,-122.7224,undivided sedimentary rocks
440.0,2.799999952,94.0,0.06,1.51,7.3,53.0,45.88,3.0,295.0,235.0,1.81,69.6,4.25,0.76,5.0,2.2,85.0,0.08,0.4,0.14,1.6,14.0,-0.1,105.5,10.0,12000.000479999999,15200.0,13000.0,500.0,4100.0,290.0,920.0,3400.0000000000005,270.0,KTpg,KTpg,True,54.58373,-123.49453,paragneiss metamorphic rocks
700.0,4.5,159.0,0.06,0.94,2.5,29.5,35.66,3.2,285.0,61.0,0.4,25.1,4.01,0.86,1.5,2.3,50.0,0.04,0.5,0.06,3.7,30.0,-0.1,17.4,19.5,14099.999670000001,9300.0,6100.0,300.0,1600.0,330.0,2280.0,3200.0,50.0,KTpg,TrJTk,False,54.46724,-122.83533,paragneiss metamorphic rocks
335.0,3.0,62.0,0.04,0.64,4.9,56.0,34.29,1.9,115.0,137.0,1.95,85.7,2.72,0.42,2.0,2.3,51.0,0.02,0.2,0.08,1.4,22.0,-0.1,106.8,7.5,12400.0001,13000.0,8100.000000000001,500.0,3800.0,260.0,1700.0000000000002,4800.0,50.0,TrJTk,TrJTk,True,54.36088,-123.57688,"mudstone, siltstone, shale fine clastic sedimentary rocks"
656.0,6.099999905,280.5,0.26,0.87,14.4,80.5,53.91,8.1,135.0,540.0,2.2,57.8,9.73,0.78,5.3,1.2,38.5,0.04,1.4,0.16,1.4,102.0,-0.1,135.5,19.5,30599.999429999996,5699.999999999999,35700.0,1500.0,5600.000000000001,350.00000000000006,1610.0,2200.0,380.0,uTrJNc,TrJTk,False,53.49539,-122.53868,undivided sedimentary rocks
391.0,3.599999905,76.5,0.11,0.79,9.6,89.5,53.87,3.1,255.0,340.0,1.82,109.9,8.16,0.44,5.0,2.0,47.0,0.02,0.8,0.1,1.2,36.0,-0.1,93.1,11.0,16000.000240000001,11600.0,16900.0,500.0,7500.0,280.0,1419.9999999999998,3600.0,180.0,TrJTk,TrJTk,True,54.40482,-123.80157,"mudstone, siltstone, shale fine clastic sedimentary rocks"
520.0,3.900000095,12.5,0.04,1.19,5.0,33.0,68.71,1.7,85.0,92.0,14.48,16.8,9.2,0.76,3.2,7.2,67.5,-0.02,0.6,0.1,12.6,28.0,-0.1,70.8,4.0,4799.99989,44500.0,8900.0,400.0,2300.0,310.0,620.0,13000.0,140.0,TrJTk,TrJTk,True,55.13052,-123.77004,limestone bioherm/reef
560.0,5.300000191,178.0,0.08,1.59,9.5,89.5,49.41,5.3,275.0,223.0,1.65,101.7,5.6,0.56,6.7,1.5,71.0,0.08,0.5,0.18,1.7,40.0,-0.1,120.9,13.5,19500.00048,9500.0,19600.0,900.0,6800.000000000001,350.00000000000006,1090.0,3000.0,370.0,KTpg,KTpg,True,54.55776,-123.4974,paragneiss metamorphic rocks
409.0,14.39999962,83.0,0.09,1.04,12.3,89.5,57.03,4.0,185.0,513.0,3.56,129.3,6.72,0.58,7.0,2.8,62.5,0.04,1.4,0.12,1.1,86.0,-0.1,134.8,10.0,12200.00029,15000.0,29600.0,700.0000000000001,7600.0,429.99999999999994,1419.9999999999998,6800.000000000001,310.0,TrJTk,TrJTk,True,54.5131,-123.63086,"mudstone, siltstone, shale fine clastic sedimentary rocks"
300.0,3.599999905,164.0,0.06,0.52,8.1,28.0,42.74,2.3,165.0,138.0,1.91,30.2,3.65,0.54,4.8,1.7,77.5,0.1,1.8,0.16,2.4,62.0,-0.1,62.6,16.0,10900.000329999999,11000.0,10700.0,400.0,4000.0,460.0,530.0,4400.0,160.0,LTQCh,CPSm,False,54.73131,-123.85288,basaltic volcanic rocks
484.0,7.0,220.5,0.1,0.71,10.8,88.0,55.55,5.3,170.0,341.0,1.39,75.7,6.79,0.38,5.6,2.4,56.5,0.04,0.9,0.12,1.9,60.0,-0.1,121.7,13.0,17799.99971,11700.0,22100.0,800.0,6000.0,420.0,1409.9999999999998,4400.0,210.0,MTrCc,MTrCc,True,54.28123,-123.7655,"limestone, marble, calcareous sedimentary rocks"
420.0,4.0,90.5,-0.02,0.68,12.0,48.0,56.58,2.8,190.0,137.0,1.62,38.5,3.38,0.42,2.0,2.0,25.0,0.02,0.6,0.1,1.0,34.0,-0.1,60.9,11.0,15599.99943,6300.0,8500.0,200.0,2200.0,320.0,1440.0,3200.0,160.0,CPSm,CPSm,True,54.71393,-122.8203,basaltic volcanic rocks
160.0,5.5,70.0,0.06,0.8,4.9,113.5,38.42,2.8,170.0,81.0,4.76,44.7,7.3,1.48,2.0,3.9,49.5,0.02,0.4,0.06,2.1,46.0,-0.1,58.4,6.0,6999.999879999999,11399.999999999998,7700.0,700.0000000000001,3500.0,370.0,580.0,5400.0,310.0,TrJTk,TrJTk,True,53.862,-123.25419,volcaniclastic rocks
320.0,1.299999952,14.0,0.06,1.84,2.1,22.5,30.56,0.9,80.0,313.0,9.22,16.7,7.98,0.68,1.4,17.1,53.5,-0.02,0.9,0.22,6.6,10.0,-0.1,70.9,2.5,3499.9999399999997,16400.0,11000.0,300.0,1000.0,290.0,950.0,17200.0,60.0,TrJTk,TrJTk,True,55.18962,-123.73967,limestone bioherm/reef
539.0,6.199999809,272.5,0.1,1.26,14.1,144.0,62.75,5.5,250.0,320.0,2.09,209.9,6.08,0.74,5.3,3.2,36.0,-0.02,0.3,0.2,2.0,60.0,-0.1,126.6,18.0,25499.999519999998,7200.0,27000.0,600.0,9400.0,300.0,1670.0,2800.0000000000005,260.0,KTpg,TrJTk,False,54.56549,-123.31826,paragneiss metamorphic rocks
580.0,3.599999905,277.0,0.08,1.23,6.3,47.5,32.79,6.1,275.0,251.0,0.71,46.4,2.04,0.28,2.5,2.2,56.0,0.02,-0.1,0.06,0.7,44.0,-0.1,130.7,13.5,23900.00105,6700.0,16299.999999999998,600.0,3900.0,380.0,2910.0,3200.0,110.0,TrJTk,TrJTk,True,54.15188,-123.21702,"mudstone, siltstone, shale fine clastic sedimentary rocks"
360.0,5.5,77.5,0.08,0.86,11.3,112.0,50.29,5.3,180.0,411.0,2.1,128.2,2.18,0.32,8.9,3.2,49.0,0.02,1.2,0.1,1.4,56.0,-0.1,130.6,9.5,17599.9999,9700.0,23600.0,700.0000000000001,10700.0,380.0,1140.0,5000.0,420.0,TrJTk,TrJTk,True,54.4532,-123.34455,basaltic volcanic rocks
320.0,1.799999952,5.5,0.02,0.57,2.1,19.5,11.3,0.4,35.0,74.0,4.77,12.9,14.68,0.66,1.0,1.7,25.0,-0.02,0.2,0.06,1.2,18.0,-0.1,78.1,1.0,1700.0000200000002,12300.0,4600.0,100.0,700.0000000000001,280.0,400.0,10800.0,60.0,TrJTk,TrJTk,True,54.6651,-123.75481,basaltic volcanic rocks
260.0,11.0,17.5,0.04,0.97,5.7,24.5,21.64,1.5,105.0,447.0,15.94,28.9,5.742047493403704,0.36,2.6,1.1,66.5,-0.02,0.4,0.04,12.8,16.0,-0.1,175.1,4.0,4499.99988,20500.0,28900.0,200.0,2500.0,330.0,1040.0,32599.999999999996,110.0,TrJTk,TrJTk,True,54.14112,-123.13959,"mudstone, siltstone, shale fine clastic sedimentary rocks"
520.0,3.0,163.5,0.06,0.62,6.3,69.5,52.23,4.6,175.0,214.0,1.89,84.6,5.742047493403704,0.56,1.3,3.2,36.5,-0.02,-0.1,0.04,1.9,30.0,-0.1,87.3,14.5,14700.00029,5699.999999999999,9600.0,300.0,2700.0,280.0,1790.0,3400.0000000000005,70.0,TrJTk,TrJTk,True,54.28032,-123.23323,"mudstone, siltstone, shale fine clastic sedimentary rocks"
100.0,1.399999976,138.0,0.04,0.31,3.4,19.0,16.42,1.3,60.0,423.0,5.9,22.2,0.54,0.46,1.4,1.7,61.0,0.02,0.8,0.04,1.0,20.0,-0.1,56.7,3.0,4099.99996,11600.0,10000.0,300.0,1900.0,340.0,9800.0,3800.0,140.0,uTrJNc,MTrCc,False,53.22522,-122.65429,volcaniclastic rocks
320.0,4.199999809,272.0,0.08,0.88,10.5,108.5,51.36,3.8,245.0,350.0,1.68,124.7,7.46,0.64,12.0,1.8,38.0,0.04,7.4,0.18,1.4,44.0,0.1,105.4,11.5,14700.00029,8500.0,22100.0,700.0000000000001,6200.0,330.0,1300.0,2800.0000000000005,250.0,TrJTk,TrJTk,True,54.45222,-123.18761,basaltic volcanic rocks
280.0,5.0,70.5,0.02,0.38,2.1,22.0,23.94,0.6,85.0,99.0,3.9,41.2,6.9,0.3,1.4,0.7,56.0,0.04,0.1,0.04,1.0,10.0,-0.1,49.4,2.5,4099.99996,7900.0,4300.0,200.0,2100.0,530.0,270.0,7000.0,70.0,TrJTk,TrJTk,True,54.78379,-123.99302,undivided sedimentary rocks
140.0,135.0,211.0,0.04,0.57,14.0,14.5,13.28,1.0,35.0,2033.0,6.56,11.8,2.72,0.2,1.5,0.7,30.5,0.02,1.0,0.08,0.1,20.0,-0.1,474.1,1.5,2700.00011,6500.0,165900.0,200.0,1000.0,290.0,13060.0,4400.0,80.0,TrJTk,TrJTk,True,54.056,-123.1998,volcaniclastic rocks
500.0,3.299999952,217.0,0.08,1.24,7.7,47.5,43.81,4.4,95.0,195.0,1.86,38.7,10.06,0.64,2.9,0.7,41.5,0.04,0.8,0.1,0.4,56.0,-0.1,113.6,11.5,14299.99948,4700.0,15500.0,800.0,3600.0,360.0,900.0,1200.0,180.0,TrJTk,TrJTk,True,54.0242,-122.99368,volcaniclastic rocks
720.0,2.099999905,141.0,0.04,1.17,5.4,50.5,38.08,1.7,105.0,107.0,1.76,41.6,3.91,0.9,1.6,1.4,25.0,0.02,-0.1,0.04,0.5,24.0,-0.1,81.9,6.5,10499.999520000001,5600.000000000001,3100.0,-100.0,1000.0,340.0,1050.0,2800.0000000000005,50.0,TrJTk,TrJTk,True,54.7052,-122.97082,basaltic volcanic rocks
280.0,3.599999905,181.0,0.1,0.89,9.2,66.5,33.92,5.8,115.0,230.0,1.65,43.0,4.45,0.6,5.5,1.1,69.0,0.04,2.4,0.12,1.4,46.0,-0.1,105.7,12.0,18799.999949999998,12300.0,21200.0,1000.0,6100.0,420.0,709.9999999999999,1800.0,429.99999999999994,uTrJNc,CPSm,False,53.2376,-122.6082,volcaniclastic rocks
651.0,4.800000191,204.0,0.06,2.55,5.1,57.5,55.04,3.9,245.0,184.0,1.66,53.2,5.22,0.47,0.9,3.1,71.5,0.04,0.4,0.1,1.6,40.0,-0.1,171.9,16.0,13400.000329999999,7300.0,10200.0,700.0000000000001,3200.0,370.0,1429.9999999999998,4400.0,70.0,TrJTk,TrJTk,True,54.24191,-123.62696,volcaniclastic rocks
320.0,3.599999905,245.5,0.08,0.95,8.5,78.5,34.2,5.6,150.0,271.0,0.79,77.6,2.08,0.24,3.8,2.0,49.0,0.02,0.2,0.1,0.9,40.0,-0.1,120.3,9.0,20299.99971,7400.0,18200.0,700.0000000000001,7600.0,340.0,1300.0,3400.0000000000005,170.0,TrJTk,TrJTk,True,54.27182,-123.30016,"mudstone, siltstone, shale fine clastic sedimentary rocks"
539.0,2.799999952,148.5,0.25,2.03,12.2,100.0,34.66,4.6,160.0,233.0,3.56,60.3,7.12,0.24,3.2,4.3,37.0,0.02,0.3,0.22,23.2,50.0,-0.1,96.8,11.5,21600.00086,8700.0,18800.0,700.0000000000001,6400.0,280.0,2290.0,2400.0,360.0,KTpg,KTpg,True,54.73864,-123.1708,paragneiss metamorphic rocks
320.0,5.900000095,266.5,0.08,0.36,8.8,47.0,37.05,4.5,150.0,455.0,1.63,42.2,6.41,0.42,2.7,0.8,59.0,0.06,0.3,0.14,1.0,48.0,-0.1,100.1,18.0,16699.99957,6700.0,16600.0,600.0,3600.0,290.0,1090.0,2000.0,210.0,MTrCc,CPSm,False,54.12436,-123.75063,"limestone, marble, calcareous sedimentary rocks"
640.0,3.599999905,177.0,0.08,2.43,5.4,34.5,45.28,1.5,225.0,142.0,3.52,36.0,4.04,0.61,3.5,2.1,35.0,0.04,-0.1,0.1,1.1,22.0,-0.1,215.1,4.5,8899.99986,9200.0,6800.000000000001,200.0,1000.0,320.0,2080.0,3800.0,60.0,KTpg,CPSm,False,54.70576,-123.12341,paragneiss metamorphic rocks
560.0,5.599999905,88.0,0.06,0.58,7.8,40.0,78.29,1.5,175.0,337.0,4.81,16.9,6.35,0.32,2.5,1.4,62.5,0.1,0.3,0.08,4.0,52.0,-0.1,45.8,9.5,13799.99995,11100.000000000002,11500.0,400.0,2600.0,340.0,1000.0,7200.0,110.0,TrJTk,TrJTk,True,55.05365,-123.90939,calc-alkaline volcanic rocks
920.0,5.199999809,312.5,0.06,0.8,25.2,123.0,59.93,4.7,310.0,1114.0,3.78,33.2,1.43,0.44,9.3,6.1,50.5,-0.02,0.7,0.1,0.9,130.0,-0.1,128.9,19.5,50500.00191,11399.999999999998,29700.000000000004,500.0,1700.0000000000002,330.0,3930.0,5400.0,250.0,TrJTk,TrJTk,True,53.54655,-121.98128,basaltic volcaniclastic rocks
260.0,6.599999905,252.0,0.1,0.65,10.6,53.5,43.35,5.2,105.0,486.0,1.73,57.2,8.8,0.52,6.7,1.5,43.0,0.04,1.1,0.12,1.2,50.0,-0.1,128.7,13.5,20699.999330000002,6600.0,29200.0,900.0,5100.0,350.00000000000006,2130.0,2000.0,150.0,CPSm,TrJTk,False,54.17769,-122.87256,basaltic volcanic rocks
600.0,12.30000019,60.5,0.08,3.02,15.5,95.0,55.96,5.4,460.0,790.0,4.07,89.4,7.91,0.72,10.2,2.6,88.0,0.08,1.0,0.34,2.3,54.0,-0.1,205.8,15.5,20799.99924,15600.0,32000.0,800.0,6300.0,370.0,1019.9999999999999,5000.0,450.0,KTpg,KTpg,True,54.60687,-123.44425,paragneiss metamorphic rocks
340.0,3.0,132.0,0.18,0.55,7.6,53.5,19.86,6.0,115.0,161.0,1.5,20.9,15.94,0.22,1.9,1.3,29.0,-0.02,0.7,0.2,3.5,40.0,-0.1,80.9,18.5,18500.00024,3500.0,12900.0,1300.0,3200.0,410.0,1130.0,2600.0,140.0,KTpg,KTpg,True,54.87861,-123.57343,paragneiss metamorphic rocks
140.0,6.400000095,30.0,0.04,0.23,2.9,34.0,19.87,1.3,35.0,719.0,6.26,11.1,5.742047493403704,0.4,3.2,5.6,28.5,-0.02,0.3,0.02,1.6,40.0,-0.1,46.8,2.0,4600.00008,6000.0,11700.0,300.0,1700.0000000000002,270.0,660.0,8400.0,180.0,TrJTk,TrJTk,True,53.66637,-122.1605,basaltic volcaniclastic rocks
920.0,11.39999962,68.0,0.1,2.32,12.0,43.5,69.31,2.5,330.0,264.0,3.92,43.5,5.24,1.04,7.6,5.4,49.5,0.06,0.8,0.16,2.4,38.0,-0.1,104.6,13.0,10700.00052,12800.0,20400.0,-100.0,2700.0,290.0,740.0,4200.0,140.0,TrJTk,TrJTk,True,54.8127,-123.03104,"mudstone, siltstone, shale fine clastic sedimentary rocks"
220.0,3.0,293.5,0.1,0.82,8.9,72.0,33.09,5.6,100.0,258.0,1.09,57.2,4.71,0.32,3.2,0.6,44.5,0.04,0.6,0.14,0.8,46.0,-0.1,123.4,8.5,17500.0,7100.0,20299.999999999996,900.0,7700.0,340.0,830.0,1000.0,110.0,TrJTk,TrJTk,True,54.21021,-123.43445,volcaniclastic rocks
740.0,7.699999809,18.0,0.08,1.48,6.7,28.0,63.15,1.7,135.0,724.0,7.95,28.4,4.72,0.98,6.5,10.7,42.0,0.04,0.5,0.1,1.8,20.0,-0.1,92.0,9.5,6299.99995,11200.000000000002,22700.0,-100.0,1500.0,260.0,720.0,16000.0,80.0,CPSm,TrJTk,False,54.80125,-122.92449,basaltic volcanic rocks
180.0,4.800000191,16.5,0.04,0.81,6.5,61.0,33.09,1.5,115.0,105.0,11.21,114.9,4.95,0.68,7.2,34.1,51.5,0.04,1.3,0.16,4.9,16.0,-0.1,79.0,5.0,6700.00017,14200.0,23800.0,400.0,3700.0,320.0,620.0,25200.0,130.0,TrJTk,TrJTk,True,54.48315,-123.20021,basaltic volcanic rocks
